Fiscal Quarter,Region,State,Bank Group,Population Group,No of Offices,Deposit,Credit,Actual District (Not Decoded),District Code,Census Flag
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,9,3730.077,752.199,BUDAUN,267,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,9,4372.282,976.236,JALAUN,212,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,10,2444.961,839.402,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,10,2980.867,691.262,LALITPUR,213,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,10,3802.032,502.277,MAU,253,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,10,5797.354,1523.106,SULTANPUR,223,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,10,6261.388,1125.494,BALLIA,235,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,12,4475.706,967.633,BASTI,242,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,12,5016.988,1336.261,GONDA,243,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,12,7254.301,1384.983,DEORIA,236,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,14,3258.337,1659.523,PILIBHIT,249,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,14,4672.901,1809.348,KHERI,247,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,14,4837.737,2193.338,BAHRAICH,244,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,15,3948.024,1644.255,HATHRAS,263,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,15,4895.345,1932.956,HARDOI,206,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,15,6532.998,1600.401,ETAWAH,256,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,15,6574.028,1132.86,UNNAO,205,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,16,6747.339,1891.509,MIRZAPUR,232,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,17,4306.308,1163.696,RAMPUR,280,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,17,5844.559,1596.387,FARRUKHABAD,254,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,17,7852.593,2060.693,RAI BARELI,204,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,18,5308.479,1712.903,SITAPUR,245,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,18,6494.049,3316.784,SHAHJAHANPUR,252,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,18,6542.059,1121.555,GHAZIPUR,234,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,21,6483.095,2738.902,FIROZABAD,203,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,21,7864.908,1454.532,JAUNPUR,228,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,22,10229.499,3197.541,BULANDSHAHR,268,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,33,10882.688,3319.272,FAIZABAD,224,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,38,14721.366,16981.144,MUZAFFARNAGAR,272,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,42,12574.751,4694.982,MATHURA,262,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,47,18232.314,5308.969,JHANSI,214,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,52,17107.297,6727.078,SAHARANPUR,274,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,54,23213.463,8778.293,ALIGARH,264,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,67,22770.384,11910.622,MORADABAD,278,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,68,24861.954,9156.078,BAREILLY,250,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,68,34486.507,10458.254,GORAKHPUR,240,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,97,147298.831,66208.101,GAUTAM BUDDHA NAGAR,271,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,NATIONALISED BANKS,Urban,173,98748.89,57654.776,GHAZIABAD,269,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,14,6963.38,1648.041,VARANASI,230,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,17,10617.317,6098.566,AGRA,260,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,18,6752.692,1820.439,ALLAHABAD,220,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,18,7328.602,1453.351,MEERUT,270,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,22,15866.368,5661.048,KANPUR NAGAR,210,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Metropolitan,49,39351.456,12600.31,LUCKNOW,200,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,1,0.115,0,HATHRAS,263,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,1,72.092,12.039,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,1,82.091,0.269,AGRA,260,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,1,373.808,0.17,PRATAPGARH,222,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,2,67.377,0.745,SULTANPUR,223,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Rural,3,88.087,241.151,GAUTAM BUDDHA NAGAR,271,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,AURAIYA,259,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,FIROZABAD,203,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,HARDOI,206,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,KUSHI NAGAR,237,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,MAHARAJGANJ,225,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,0.291,0,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,7.33,0.273,RAI BARELI,204,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,10.495,0.2,SULTANPUR,223,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,13.562,0.102,KAUSHAMBI,221,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,19.084,0.28,SITAPUR,245,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,21.389,0.152,CHANDAULI,229,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,35.103,61.49,RAMPUR,280,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,36.883,0.211,GORAKHPUR,240,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,42.035,0.456,PRATAPGARH,222,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,48.887,0.302,AMBEDKAR NAGAR,215,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,53.368,0.408,MUZAFFARNAGAR,272,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,54.536,0.344,BALRAMPUR,241,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,95.425,0.524,GAUTAM BUDDHA NAGAR,271,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,1,205.871,310.946,BAREILLY,250,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,22.455,0.014,KANAUJ,255,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,35.529,0.172,BAGHPAT,275,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,55.527,8.332,KHERI,247,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,359.119,4.279,BULANDSHAHR,268,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,2,434.416,6.392,AZAMGARH,226,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,3,81.922,1.376,SONBHADRA,288,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,3,433.683,486.961,SANT RAVIDAS NAGAR,231,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,3,1112.628,58.669,GHAZIABAD,269,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,4,251.495,103,BIJNOR,276,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,4,301.002,54.6,BARA BANKI,202,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Semi-urban,5,269.167,7.92,MATHURA,262,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,1,43.809,0.27,GHAZIPUR,234,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,1,73.605,2.158,KHERI,247,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,80.014,1.406,FATEHPUR,208,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,83.883,0.394,MAU,253,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,93.045,0.444,UNNAO,205,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,99.803,0.76,HATHRAS,263,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,108.073,2.77,BALLIA,235,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,133.198,1.914,BASTI,242,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,137.87,6.24,ETAH,266,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,142.063,2.034,GONDA,243,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,166.94,0.628,ETAWAH,256,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,171.962,25.605,FARRUKHABAD,254,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,172.121,6.152,BAHRAICH,244,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,2,579.524,3.434,MIRZAPUR,232,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,267.4,2.805,DEORIA,236,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,308.006,142.384,PILIBHIT,249,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,331.536,1.176,JAUNPUR,228,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,370.917,33.874,RAMPUR,280,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,375.773,5.165,SULTANPUR,223,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,402.052,1.674,FIROZABAD,203,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,429.553,9.109,RAI BARELI,204,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,738.453,66.419,BULANDSHAHR,268,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,3,955.541,53.548,FAIZABAD,224,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,4,292.036,18.02,HARDOI,206,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,4,361.465,60.309,SHAHJAHANPUR,252,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,4,527.764,95.798,SITAPUR,245,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,4,1654.979,58.319,JHANSI,214,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,5,1149.439,246.744,MUZAFFARNAGAR,272,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,5,1765.158,126.519,MATHURA,262,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,6,1628.757,231.178,SAHARANPUR,274,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,6,2123.921,197.443,ALIGARH,264,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,6,2721.832,530.905,GORAKHPUR,240,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,11,3143.087,887.764,MORADABAD,278,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,12,2703.964,962.525,BAREILLY,250,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,32,14779.053,4781.452,GHAZIABAD,269,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,PRIVATE SECTOR BANKS,Urban,41,62668.7,17179.327,GAUTAM BUDDHA NAGAR,271,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,1,44.55,59.693,MEERUT,270,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,5,944.494,514.62,VARANASI,230,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,6,1424.13,233.543,ALLAHABAD,220,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,7,1661.594,264.838,AGRA,260,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,8,1526.152,715.768,KANPUR NAGAR,210,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Metropolitan,10,1467.712,478.856,LUCKNOW,200,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,1,12.083,4.648,BAGHPAT,275,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,1,22.484,9.578,MATHURA,262,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,1,47.524,44.175,GAUTAM BUDDHA NAGAR,271,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,2,16.565,23.002,SAHARANPUR,274,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,8,414.871,441.882,BULANDSHAHR,268,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,10,268.122,106.647,LUCKNOW,200,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,10,491.96,486.76,GHAZIABAD,269,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,10,618.018,368.823,SONBHADRA,288,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,12,521.288,517.777,PILIBHIT,249,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,12,581.885,755.155,MAHOBA,217,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,12,862.435,466.408,JHANSI,214,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,12,1535.658,447.253,KANPUR NAGAR,210,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,14,773.912,622.669,KANSHIRAM NAGAR,299,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,14,1138.239,327.364,SANT RAVIDAS NAGAR,231,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,16,634.644,577.955,LALITPUR,213,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,18,1336.976,331.584,KAUSHAMBI,221,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,19,534.968,1063.43,HAMIRPUR,216,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,19,1092.162,541.754,AURAIYA,259,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,19,1595.042,1305.309,HATHRAS,263,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,19,1746.771,1147.532,AGRA,260,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,20,815.807,617.204,FIROZABAD,203,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,20,1043.516,834.688,MUZAFFARNAGAR,272,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,23,1193.649,671.767,ETAWAH,256,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,25,1642.203,1299.205,CHITRAKOOT,207,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,25,2112.532,1165.127,KANAUJ,255,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,26,2093.344,840.017,CHANDAULI,229,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,26,3058.297,810.682,MAU,253,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,27,1099.58,1244.63,JALAUN,212,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,27,2054.975,1873.509,SHAHJAHANPUR,252,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,1730.114,1158.505,ETAH,266,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,2513.688,914.883,FAIZABAD,224,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,2551.518,903.189,BALRAMPUR,241,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,29,2134.546,784.089,SANT KABIR NAGAR,227,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,1719.555,1896.199,BIJNOR,276,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,2083.176,1247.002,SHRAVASTI,246,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,2098.409,1294.916,MIRZAPUR,232,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,1177.926,736.518,MAINPURI,258,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,2390.987,1436.026,FARRUKHABAD,254,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,3920.893,1020.3,VARANASI,230,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,33,2328.265,1243.383,MAHARAJGANJ,225,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,34,2434.336,1120.945,BASTI,242,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,35,1200.344,2621.555,RAMPUR,280,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,35,2860.67,1209.097,AMBEDKAR NAGAR,215,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,38,2680.38,1223.992,SIDHARTHANAGAR,257,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,40,3053.402,1567.908,GONDA,243,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,41,1469.893,1122.304,BUDAUN,267,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,41,3232.266,3934.581,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,42,2414.121,2533.724,KHERI,247,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,42,3104.357,1036.939,FATEHPUR,208,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,44,3558.272,3889.996,ALIGARH,264,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,44,3795.005,1487.687,DEORIA,236,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,45,4881.965,2254.282,UNNAO,205,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,46,2264.978,1688.779,BAREILLY,250,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,46,3529.11,1876.855,KUSHI NAGAR,237,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,48,3875.657,1903.282,HARDOI,206,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,50,3075.441,3210.351,BANDA,218,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,51,5257.32,1989.608,GORAKHPUR,240,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,53,3454.548,2324.076,BAHRAICH,244,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,60,4372.387,1315.337,GHAZIPUR,234,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,61,6567.775,1732.398,AZAMGARH,226,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,62,4905.863,1561.183,RAI BARELI,204,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,62,6294.678,1364.136,ALLAHABAD,220,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,66,5642.902,1423.735,PRATAPGARH,222,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,68,5132.626,2203.027,KANPUR DEHAT,211,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,70,5465.742,2011.961,BALLIA,235,2001
2009-10:Q3,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,75,5114.942,3898.811,BARA BANKI,202,2001
